target_class,background,atten_model,distance_m,sample_idx,snr_db,top1_class,top1_score,target_score_primary,target_score_family,primary_in_top1,primary_in_top5,family_in_top5
gunshot,wind,free_field,50,1,51.020599913279625,Explosion,0.299879252910614,0.13853634893894196,0.299879252910614,False,True,True
gunshot,wind,free_field,50,2,51.020599913279625,Explosion,0.8248405456542969,0.7779447436332703,0.8248405456542969,False,True,True
gunshot,wind,free_field,100,0,45.0,Explosion,0.6065334677696228,0.3428216576576233,0.6065334677696228,False,True,True
gunshot,wind,free_field,100,1,45.0,Explosion,0.30595752596855164,0.14274340867996216,0.30595752596855164,False,True,True
gunshot,wind,free_field,100,2,45.0,Explosion,0.8484379649162292,0.7932062745094299,0.8484379649162292,False,True,True
gunshot,wind,free_field,200,0,38.979400086720375,Explosion,0.6016792058944702,0.348143070936203,0.6016792058944702,False,True,True
gunshot,wind,free_field,200,1,38.979400086720375,"Outside, rural or natural",0.30067363381385803,0.13250647485256195,0.29454243183135986,False,True,True
gunshot,wind,free_field,200,2,38.979400086720375,Explosion,0.8566150069236755,0.8052161335945129,0.8566150069236755,False,True,True
gunshot,wind,free_field,500,0,31.020599913279625,Explosion,0.6088837385177612,0.34132444858551025,0.6088837385177612,False,True,True
gunshot,wind,free_field,500,1,31.020599913279625,"Outside, rural or natural",0.2339947372674942,0.10882961750030518,0.21848580241203308,False,True,True
gunshot,wind,free_field,500,2,31.020599913279625,Explosion,0.8674976229667664,0.7925731539726257,0.8674976229667664,False,True,True
gunshot,wind,free_field,1000,0,25.0,Explosion,0.6461337208747864,0.31361621618270874,0.6461337208747864,False,True,True
gunshot,wind,free_field,1000,1,25.0,"Outside, rural or natural",0.21517734229564667,0.1163487583398819,0.2075394093990326,False,True,True
gunshot,wind,free_field,1000,2,25.0,Explosion,0.871424674987793,0.7123610973358154,0.871424674987793,False,True,True
gunshot,wind,forest,1,0,85.0,Explosion,0.6014097332954407,0.33746668696403503,0.6014097332954407,False,True,True
gunshot,wind,forest,1,1,85.0,Explosion,0.28278112411499023,0.12817822396755219,0.28278112411499023,False,True,True
gunshot,wind,forest,1,2,85.0,Explosion,0.7982470989227295,0.7588358521461487,0.7982470989227295,False,True,True
gunshot,wind,forest,5,0,70.82059991327962,Explosion,0.6014553904533386,0.3374863564968109,0.6014553904533386,False,True,True
gunshot,wind,forest,5,1,70.82059991327962,Explosion,0.28508979082107544,0.12879112362861633,0.28508979082107544,False,True,True
gunshot,wind,forest,5,2,70.82059991327962,Explosion,0.8002776503562927,0.7603024840354919,0.8002776503562927,False,True,True
gunshot,wind,forest,10,0,64.55,Explosion,0.6016457080841064,0.33721357583999634,0.6016457080841064,False,True,True
gunshot,wind,forest,10,1,64.55,Explosion,0.28744444251060486,0.1294240802526474,0.28744444251060486,False,True,True
gunshot,wind,forest,10,2,64.55,Explosion,0.8022591471672058,0.762185275554657,0.8022591471672058,False,True,True
gunshot,wind,forest,25,0,55.84119982655925,Explosion,0.6084477305412292,0.33864980936050415,0.6084477305412292,False,True,True
gunshot,wind,forest,25,1,55.84119982655925,Explosion,0.2942116856575012,0.13314750790596008,0.2942116856575012,False,True,True
gunshot,wind,forest,25,2,55.84119982655925,Explosion,0.811018168926239,0.7690539360046387,0.811018168926239,False,True,True
gunshot,wind,forest,50,0,48.57059991327962,Explosion,0.6131502389907837,0.34265321493148804,0.6131502389907837,False,True,True
gunshot,wind,forest,50,1,48.57059991327962,Explosion,0.303665429353714,0.14231538772583008,0.303665429353714,False,True,True
gunshot,wind,forest,50,2,48.57059991327962,Explosion,0.8329153060913086,0.7826004028320312,0.8329153060913086,False,True,True
gunshot,wind,forest,100,0,40.05,Explosion,0.6043441295623779,0.3475920557975769,0.6043441295623779,False,True,True
gunshot,wind,forest,100,1,40.05,Explosion,0.30138927698135376,0.1373898684978485,0.30138927698135376,False,True,True
gunshot,wind,forest,100,2,40.05,Explosion,0.8538331985473633,0.7999123930931091,0.8538331985473633,False,True,True
gunshot,wind,forest,200,0,29.029400086720372,Explosion,0.6303662061691284,0.3479061722755432,0.6303662061691284,False,True,True
gunshot,wind,forest,200,1,29.029400086720372,"Outside, rural or natural",0.23198747634887695,0.11405584216117859,0.21726831793785095,False,True,True
gunshot,wind,forest,200,2,29.029400086720372,Explosion,0.8681921362876892,0.7581724524497986,0.8681921362876892,False,True,True
gunshot,wind,forest,500,0,6.070599913279622,Fireworks,0.35214364528656006,0.01735224388539791,0.3333660066127777,False,False,True
gunshot,wind,forest,500,1,6.070599913279622,Whip,0.5050358772277832,0.29134517908096313,0.45998865365982056,False,True,True
gunshot,wind,forest,500,2,6.070599913279622,Explosion,0.6733070015907288,0.6658384203910828,0.6733070015907288,False,True,True
gunshot,wind,forest,1000,0,-24.950000000000003,Vehicle,0.5673964619636536,0.00030610739486292005,0.007028013467788696,False,False,False
gunshot,wind,forest,1000,1,-24.950000000000003,Vehicle,0.3704262971878052,0.004851514007896185,0.11133430153131485,False,False,True
gunshot,wind,forest,1000,2,-24.950000000000003,Vehicle,0.48864081501960754,0.0020236449781805277,0.016210751608014107,False,False,False
gunshot,birds,free_field,1,0,95.0,Explosion,0.6011949777603149,0.33744457364082336,0.6011949777603149,False,True,True
gunshot,birds,free_field,1,1,95.0,Explosion,0.28226861357688904,0.12812887132167816,0.28226861357688904,False,True,True
gunshot,birds,free_field,1,2,95.0,Explosion,0.797820508480072,0.7587155699729919,0.797820508480072,False,True,True
gunshot,birds,free_field,5,0,81.02059991327963,Explosion,0.6002272367477417,0.3370950520038605,0.6002272367477417,False,True,True
gunshot,birds,free_field,5,1,81.02059991327963,Explosion,0.2822225093841553,0.1281309425830841,0.2822225093841553,False,True,True
gunshot,birds,free_field,5,2,81.02059991327963,Explosion,0.7978982925415039,0.7593371868133545,0.7978982925415039,False,True,True
gunshot,birds,free_field,10,0,75.0,Explosion,0.5993395447731018,0.33703216910362244,0.5993395447731018,False,True,True
gunshot,birds,free_field,10,1,75.0,Explosion,0.2823238670825958,0.12824545800685883,0.2823238670825958,False,True,True
gunshot,birds,free_field,10,2,75.0,Explosion,0.7978613972663879,0.759833574295044,0.7978613972663879,False,True,True
gunshot,birds,free_field,25,0,67.04119982655925,Explosion,0.5990099310874939,0.3366601765155792,0.5990099310874939,False,True,True
gunshot,birds,free_field,25,1,67.04119982655925,Explosion,0.28280895948410034,0.12858159840106964,0.28280895948410034,False,True,True
gunshot,birds,free_field,25,2,67.04119982655925,Explosion,0.7963108420372009,0.7606291770935059,0.7963108420372009,False,True,True
gunshot,birds,free_field,50,0,61.020599913279625,Explosion,0.602925181388855,0.33451828360557556,0.602925181388855,False,True,True
gunshot,birds,free_field,50,1,61.020599913279625,Explosion,0.2833816409111023,0.12898936867713928,0.2833816409111023,False,True,True
gunshot,birds,free_field,50,2,61.020599913279625,Explosion,0.7926783561706543,0.7571733593940735,0.7926783561706543,False,True,True
gunshot,birds,free_field,100,0,55.0,Explosion,0.6118196845054626,0.32920336723327637,0.6118196845054626,False,True,True
gunshot,birds,free_field,100,1,55.0,Explosion,0.2861196994781494,0.1311071217060089,0.2861196994781494,False,True,True
gunshot,birds,free_field,100,2,55.0,Explosion,0.7808356285095215,0.7498272061347961,0.7808356285095215,False,True,True
gunshot,birds,free_field,200,0,48.979400086720375,Explosion,0.6217259168624878,0.3143686354160309,0.6217259168624878,False,True,True
gunshot,birds,free_field,200,1,48.979400086720375,Explosion,0.2742697298526764,0.12622269988059998,0.2742697298526764,False,True,True
gunshot,birds,free_field,200,2,48.979400086720375,Explosion,0.7327306270599365,0.7073710560798645,0.7327306270599365,False,True,True
gunshot,birds,free_field,500,0,41.020599913279625,Explosion,0.5992714166641235,0.20634570717811584,0.5992714166641235,False,True,True
gunshot,birds,free_field,500,1,41.020599913279625,"Outside, rural or natural",0.20748138427734375,0.09856154024600983,0.20480835437774658,False,True,True
gunshot,birds,free_field,500,2,41.020599913279625,Machine gun,0.6458784937858582,0.6246899962425232,0.6458784937858582,False,True,True
gunshot,birds,free_field,1000,0,35.0,Fireworks,0.6018449664115906,0.06669969111680984,0.5584678649902344,False,True,True
gunshot,birds,free_field,1000,1,35.0,Explosion,0.20140530169010162,0.10729841142892838,0.20140530169010162,False,True,True
gunshot,birds,free_field,1000,2,35.0,Explosion,0.6414971947669983,0.5943959355354309,0.6414971947669983,False,True,True
gunshot,birds,forest,1,0,95.0,Explosion,0.6011949777603149,0.33744457364082336,0.6011949777603149,False,True,True
gunshot,birds,forest,1,1,95.0,Explosion,0.28226861357688904,0.12812887132167816,0.28226861357688904,False,True,True
gunshot,birds,forest,1,2,95.0,Explosion,0.797820508480072,0.7587155699729919,0.797820508480072,False,True,True
gunshot,birds,forest,5,0,80.82059991327962,Explosion,0.6002053618431091,0.3370916247367859,0.6002053618431091,False,True,True
gunshot,birds,forest,5,1,80.82059991327962,Explosion,0.28222236037254333,0.12813179194927216,0.28222236037254333,False,True,True
gunshot,birds,forest,5,2,80.82059991327962,Explosion,0.7978959083557129,0.7593474388122559,0.7978959083557129,False,True,True
gunshot,birds,forest,10,0,74.55,Explosion,0.5991539359092712,0.33698350191116333,0.5991539359092712,False,True,True
gunshot,birds,forest,10,1,74.55,Explosion,0.2823375165462494,0.12825778126716614,0.2823375165462494,False,True,True
gunshot,birds,forest,10,2,74.55,Explosion,0.7978639602661133,0.759911060333252,0.7978639602661133,False,True,True
gunshot,birds,forest,25,0,65.84119982655925,Explosion,0.6002233028411865,0.3367672860622406,0.6002233028411865,False,True,True
gunshot,birds,forest,25,1,65.84119982655925,Explosion,0.2830435037612915,0.12873782217502594,0.2830435037612915,False,True,True
gunshot,birds,forest,25,2,65.84119982655925,Explosion,0.7958875298500061,0.7603659629821777,0.7958875298500061,False,True,True
gunshot,birds,forest,50,0,58.57059991327962,Explosion,0.6028947830200195,0.33051085472106934,0.6028947830200195,False,True,True
gunshot,birds,forest,50,1,58.57059991327962,Explosion,0.28489115834236145,0.12996575236320496,0.28489115834236145,False,True,True
gunshot,birds,forest,50,2,58.57059991327962,Explosion,0.7870650291442871,0.7525084018707275,0.7870650291442871,False,True,True
gunshot,birds,forest,100,0,50.05,Explosion,0.6253119707107544,0.32240721583366394,0.6253119707107544,False,True,True
gunshot,birds,forest,100,1,50.05,Explosion,0.28003430366516113,0.12914182245731354,0.28003430366516113,False,True,True
gunshot,birds,forest,100,2,50.05,Explosion,0.749376118183136,0.7237019538879395,0.749376118183136,False,True,True
gunshot,birds,forest,200,0,39.02940008672037,Explosion,0.5775469541549683,0.135328009724617,0.5775469541549683,False,True,True
gunshot,birds,forest,200,1,39.02940008672037,Explosion,0.20315933227539062,0.10209546983242035,0.20315933227539062,False,True,True
gunshot,birds,forest,200,2,39.02940008672037,Machine gun,0.6454917788505554,0.6169299483299255,0.6454917788505554,False,True,True
gunshot,birds,forest,500,0,16.070599913279622,Fireworks,0.3653269410133362,0.023233521729707718,0.31832200288772583,False,False,True
gunshot,birds,forest,500,1,16.070599913279622,Explosion,0.24528998136520386,0.09814799576997757,0.24528998136520386,False,False,True
gunshot,birds,forest,500,2,16.070599913279622,Explosion,0.6149153113365173,0.5921909213066101,0.6149153113365173,False,True,True
gunshot,birds,forest,1000,0,-14.950000000000003,Vehicle,0.36111170053482056,3.145430673612282e-05,0.0006528763915412128,False,False,False
gunshot,birds,forest,1000,1,-14.950000000000003,Artillery fire,0.19138789176940918,0.13000984489917755,0.1416977047920227,False,False,True
gunshot,birds,forest,1000,2,-14.950000000000003,Vehicle,0.2487177848815918,0.09852723032236099,0.09852723032236099,False,False,False
gunshot,forest_night,free_field,1,0,110.0,Explosion,0.6013251543045044,0.3374866843223572,0.6013251543045044,False,True,True
gunshot,forest_night,free_field,1,1,110.0,Explosion,0.28228846192359924,0.1281367540359497,0.28228846192359924,False,True,True
gunshot,forest_night,free_field,1,2,110.0,Explosion,0.7978423237800598,0.758492648601532,0.7978423237800598,False,True,True
gunshot,forest_night,free_field,5,0,96.02059991327963,Explosion,0.6014958024024963,0.33758726716041565,0.6014958024024963,False,True,True
gunshot,forest_night,free_field,5,1,96.02059991327963,Explosion,0.28228476643562317,0.12814462184906006,0.28228476643562317,False,True,True
gunshot,forest_night,free_field,5,2,96.02059991327963,Explosion,0.7978882789611816,0.7583370208740234,0.7978882789611816,False,True,True
gunshot,forest_night,free_field,10,0,90.0,Explosion,0.6017447113990784,0.33772140741348267,0.6017447113990784,False,True,True
gunshot,forest_night,free_field,10,1,90.0,Explosion,0.2822793126106262,0.128151535987854,0.2822793126106262,False,True,True
gunshot,forest_night,free_field,10,2,90.0,Explosion,0.7979270815849304,0.7581272125244141,0.7979270815849304,False,True,True
gunshot,forest_night,free_field,25,0,82.04119982655925,Explosion,0.6029855012893677,0.3382740318775177,0.6029855012893677,False,True,True
gunshot,forest_night,free_field,25,1,82.04119982655925,Explosion,0.28223520517349243,0.1281488537788391,0.28223520517349243,False,True,True
gunshot,forest_night,free_field,25,2,82.04119982655925,Explosion,0.7980718016624451,0.7575996518135071,0.7980718016624451,False,True,True
gunshot,forest_night,free_field,50,0,76.02059991327963,Explosion,0.6047084927558899,0.33906710147857666,0.6047084927558899,False,True,True
gunshot,forest_night,free_field,50,1,76.02059991327963,Explosion,0.28207945823669434,0.1280825436115265,0.28207945823669434,False,True,True
gunshot,forest_night,free_field,50,2,76.02059991327963,Explosion,0.7978107929229736,0.756547749042511,0.7978107929229736,False,True,True
gunshot,forest_night,free_field,100,0,70.0,Explosion,0.60657799243927,0.33992525935173035,0.60657799243927,False,True,True
gunshot,forest_night,free_field,100,1,70.0,Explosion,0.28179046511650085,0.12792590260505676,0.28179046511650085,False,True,True
gunshot,forest_night,free_field,100,2,70.0,Explosion,0.7961415648460388,0.7540721893310547,0.7961415648460388,False,True,True
gunshot,forest_night,free_field,200,0,63.979400086720375,Explosion,0.6076945066452026,0.3412807285785675,0.6076945066452026,False,True,True
gunshot,forest_night,free_field,200,1,63.979400086720375,Explosion,0.28156790137290955,0.12787248194217682,0.28156790137290955,False,True,True
gunshot,forest_night,free_field,200,2,63.979400086720375,Explosion,0.7926798462867737,0.7481003403663635,0.7926798462867737,False,True,True
gunshot,forest_night,free_field,500,0,56.020599913279625,Explosion,0.6101657152175903,0.34788694977760315,0.6101657152175903,False,True,True
gunshot,forest_night,free_field,500,1,56.020599913279625,Explosion,0.28281569480895996,0.1289910525083542,0.28281569480895996,False,True,True
gunshot,forest_night,free_field,500,2,56.020599913279625,Explosion,0.7571955323219299,0.7115625739097595,0.7571955323219299,False,True,True
gunshot,forest_night,free_field,1000,0,50.0,Explosion,0.6374834179878235,0.37099868059158325,0.6374834179878235,False,True,True
gunshot,forest_night,free_field,1000,1,50.0,Explosion,0.28037917613983154,0.1286303848028183,0.28037917613983154,False,True,True
gunshot,forest_night,free_field,1000,2,50.0,Explosion,0.746710479259491,0.7052316665649414,0.746710479259491,False,True,True
gunshot,forest_night,forest,1,0,110.0,Explosion,0.6013251543045044,0.3374866843223572,0.6013251543045044,False,True,True
gunshot,forest_night,forest,1,1,110.0,Explosion,0.28228846192359924,0.1281367540359497,0.28228846192359924,False,True,True
gunshot,forest_night,forest,1,2,110.0,Explosion,0.7978423237800598,0.758492648601532,0.7978423237800598,False,True,True
gunshot,forest_night,forest,5,0,95.82059991327962,Explosion,0.6015006899833679,0.3375905156135559,0.6015006899833679,False,True,True
gunshot,forest_night,forest,5,1,95.82059991327962,Explosion,0.2822846472263336,0.12814483046531677,0.2822846472263336,False,True,True
gunshot,forest_night,forest,5,2,95.82059991327962,Explosion,0.7978895306587219,0.7583324909210205,0.7978895306587219,False,True,True
gunshot,forest_night,forest,10,0,89.55,Explosion,0.6017726063728333,0.3377348482608795,0.6017726063728333,False,True,True
gunshot,forest_night,forest,10,1,89.55,Explosion,0.2822783291339874,0.12815192341804504,0.2822783291339874,False,True,True
gunshot,forest_night,forest,10,2,89.55,Explosion,0.7979326844215393,0.758105456829071,0.7979326844215393,False,True,True
gunshot,forest_night,forest,25,0,80.84119982655925,Explosion,0.6033599376678467,0.3384307026863098,0.6033599376678467,False,True,True
gunshot,forest_night,forest,25,1,80.84119982655925,Explosion,0.28221285343170166,0.1281401813030243,0.28221285343170166,False,True,True
gunshot,forest_night,forest,25,2,80.84119982655925,Explosion,0.7980684638023376,0.7574336528778076,0.7980684638023376,False,True,True
gunshot,forest_night,forest,50,0,73.57059991327962,Explosion,0.6053403615951538,0.33935341238975525,0.6053403615951538,False,True,True
gunshot,forest_night,forest,50,1,73.57059991327962,Explosion,0.2819763422012329,0.12803463637828827,0.2819763422012329,False,True,True
gunshot,forest_night,forest,50,2,73.57059991327962,Explosion,0.7974475026130676,0.7558779120445251,0.7974475026130676,False,True,True
gunshot,forest_night,forest,100,0,65.05,Explosion,0.6075021028518677,0.34095773100852966,0.6075021028518677,False,True,True
gunshot,forest_night,forest,100,1,65.05,Explosion,0.28163349628448486,0.1278793215751648,0.28163349628448486,False,True,True
gunshot,forest_night,forest,100,2,65.05,Explosion,0.7932323813438416,0.7495456337928772,0.7932323813438416,False,True,True
gunshot,forest_night,forest,200,0,54.02940008672037,Explosion,0.6130305528640747,0.3508574962615967,0.6130305528640747,False,True,True
gunshot,forest_night,forest,200,1,54.02940008672037,Explosion,0.28466537594795227,0.13027644157409668,0.28466537594795227,False,True,True
gunshot,forest_night,forest,200,2,54.02940008672037,Explosion,0.7525085806846619,0.7094041705131531,0.7525085806846619,False,True,True
gunshot,forest_night,forest,500,0,31.070599913279622,Explosion,0.5136982202529907,0.352444589138031,0.5136982202529907,False,True,True
gunshot,forest_night,forest,500,1,31.070599913279622,"Outside, rural or natural",0.37249448895454407,0.2694256901741028,0.34671932458877563,False,True,True
gunshot,forest_night,forest,500,2,31.070599913279622,"Gunshot, gunfire",0.656557023525238,0.656557023525238,0.656557023525238,True,True,True
gunshot,forest_night,forest,1000,0,0.04999999999999716,Rattle,0.32787734270095825,0.0004527178534772247,0.0021098509896546602,False,False,False
gunshot,forest_night,forest,1000,1,0.04999999999999716,Rattle,0.3242608308792114,0.012584538199007511,0.031033657491207123,False,False,False
gunshot,forest_night,forest,1000,2,0.04999999999999716,Machine gun,0.30510520935058594,0.26814791560173035,0.30510520935058594,False,True,True
gunshot,river,free_field,1,0,80.0,Explosion,0.5996907353401184,0.33784136176109314,0.5996907353401184,False,True,True
gunshot,river,free_field,1,1,80.0,Explosion,0.2821721136569977,0.12813371419906616,0.2821721136569977,False,True,True
gunshot,river,free_field,1,2,80.0,Explosion,0.7982120513916016,0.7586453557014465,0.7982120513916016,False,True,True
gunshot,river,free_field,5,0,66.02059991327963,Explosion,0.6022714972496033,0.3413262963294983,0.6022714972496033,False,True,True
gunshot,river,free_field,5,1,66.02059991327963,Explosion,0.28198814392089844,0.12833626568317413,0.28198814392089844,False,True,True
gunshot,river,free_field,5,2,66.02059991327963,Explosion,0.7990168929100037,0.7585022449493408,0.7990168929100037,False,True,True
gunshot,river,free_field,10,0,60.0,Explosion,0.6192089915275574,0.3920432925224304,0.6192089915275574,False,True,True
gunshot,river,free_field,10,1,60.0,Explosion,0.2820047438144684,0.12877237796783447,0.2820047438144684,False,True,True
gunshot,river,free_field,10,2,60.0,Explosion,0.7981929779052734,0.7573955059051514,0.7981929779052734,False,True,True
gunshot,river,free_field,25,0,52.04119982655925,Explosion,0.5519300699234009,0.3680815100669861,0.5519300699234009,False,True,True
gunshot,river,free_field,25,1,52.04119982655925,Explosion,0.28163015842437744,0.12953421473503113,0.28163015842437744,False,True,True
gunshot,river,free_field,25,2,52.04119982655925,Explosion,0.7938950657844543,0.7520804405212402,0.7938950657844543,False,True,True
gunshot,river,free_field,50,0,46.020599913279625,Explosion,0.48898306488990784,0.2905431091785431,0.48898306488990784,False,True,True
gunshot,river,free_field,50,1,46.020599913279625,Explosion,0.274715781211853,0.12745258212089539,0.274715781211853,False,True,True
gunshot,river,free_field,50,2,46.020599913279625,Explosion,0.7956342101097107,0.7449461817741394,0.7956342101097107,False,True,True
gunshot,river,free_field,100,0,40.0,Explosion,0.41221505403518677,0.23930247128009796,0.41221505403518677,False,True,True
gunshot,river,free_field,100,1,40.0,Explosion,0.26643767952919006,0.12442907691001892,0.26643767952919006,False,True,True
gunshot,river,free_field,100,2,40.0,Explosion,0.79543536901474,0.7117447853088379,0.79543536901474,False,True,True
gunshot,river,free_field,200,0,33.979400086720375,Explosion,0.39680835604667664,0.2072596549987793,0.39680835604667664,False,True,True
gunshot,river,free_field,200,1,33.979400086720375,"Outside, rural or natural",0.2642894983291626,0.10436108708381653,0.2418125718832016,False,True,True
gunshot,river,free_field,200,2,33.979400086720375,Explosion,0.7089688777923584,0.6470257043838501,0.7089688777923584,False,True,True
gunshot,river,free_field,500,0,26.020599913279625,Explosion,0.370725154876709,0.1735122948884964,0.370725154876709,False,False,True
gunshot,river,free_field,500,1,26.020599913279625,"Outside, rural or natural",0.3152484893798828,0.07343953847885132,0.20222508907318115,False,True,True
gunshot,river,free_field,500,2,26.020599913279625,Machine gun,0.6571487188339233,0.646317720413208,0.6571487188339233,False,True,True
gunshot,river,free_field,1000,0,20.0,Explosion,0.3554278314113617,0.1286282241344452,0.3554278314113617,False,False,True
gunshot,river,free_field,1000,1,20.0,"Outside, rural or natural",0.313862144947052,0.06095122545957565,0.14986921846866608,False,True,True
gunshot,river,free_field,1000,2,20.0,Machine gun,0.6406187415122986,0.6216117739677429,0.6406187415122986,False,True,True
gunshot,river,forest,1,0,80.0,Explosion,0.5996907353401184,0.33784136176109314,0.5996907353401184,False,True,True
gunshot,river,forest,1,1,80.0,Explosion,0.2821721136569977,0.12813371419906616,0.2821721136569977,False,True,True
gunshot,river,forest,1,2,80.0,Explosion,0.7982120513916016,0.7586453557014465,0.7982120513916016,False,True,True
gunshot,river,forest,5,0,65.82059991327962,Explosion,0.6027011275291443,0.3414214849472046,0.6027011275291443,False,True,True
gunshot,river,forest,5,1,65.82059991327962,Explosion,0.28198644518852234,0.1283455491065979,0.28198644518852234,False,True,True
gunshot,river,forest,5,2,65.82059991327962,Explosion,0.7989985942840576,0.7584713101387024,0.7989985942840576,False,True,True
gunshot,river,forest,10,0,59.55,Explosion,0.6162870526313782,0.3905937075614929,0.6162870526313782,False,True,True
gunshot,river,forest,10,1,59.55,Explosion,0.2820368707180023,0.12883922457695007,0.2820368707180023,False,True,True
gunshot,river,forest,10,2,59.55,Explosion,0.7981136441230774,0.7572638988494873,0.7981136441230774,False,True,True
gunshot,river,forest,25,0,50.84119982655925,Explosion,0.5388100147247314,0.3540181517601013,0.5388100147247314,False,True,True
gunshot,river,forest,25,1,50.84119982655925,Explosion,0.280972957611084,0.12940335273742676,0.280972957611084,False,True,True
gunshot,river,forest,25,2,50.84119982655925,Explosion,0.7928711771965027,0.7508364319801331,0.7928711771965027,False,True,True
gunshot,river,forest,50,0,43.57059991327962,Explosion,0.46107497811317444,0.26229962706565857,0.46107497811317444,False,True,True
gunshot,river,forest,50,1,43.57059991327962,Explosion,0.27047133445739746,0.1258801817893982,0.27047133445739746,False,True,True
gunshot,river,forest,50,2,43.57059991327962,Explosion,0.7991967797279358,0.7358554005622864,0.7991967797279358,False,True,True
gunshot,river,forest,100,0,35.05,Explosion,0.39604443311691284,0.2079601287841797,0.39604443311691284,False,True,True
gunshot,river,forest,100,1,35.05,"Outside, rural or natural",0.2626882791519165,0.11228925734758377,0.25302839279174805,False,True,True
gunshot,river,forest,100,2,35.05,Explosion,0.7347683310508728,0.6523929834365845,0.7347683310508728,False,True,True
gunshot,river,forest,200,0,24.029400086720372,Explosion,0.36462852358818054,0.16204047203063965,0.36462852358818054,False,False,True
gunshot,river,forest,200,1,24.029400086720372,"Outside, rural or natural",0.31623518466949463,0.07086111605167389,0.18996986746788025,False,True,True
gunshot,river,forest,200,2,24.029400086720372,Machine gun,0.6546567678451538,0.6432695984840393,0.6546567678451538,False,True,True
gunshot,river,forest,500,0,1.0705999132796222,Fireworks,0.2476157397031784,0.05498408153653145,0.2114037275314331,False,False,True
gunshot,river,forest,500,1,1.0705999132796222,Whip,0.423950731754303,0.06007876992225647,0.1481439620256424,False,False,True
gunshot,river,forest,500,2,1.0705999132796222,Explosion,0.5105232000350952,0.40927472710609436,0.5105232000350952,False,True,True
gunshot,river,forest,1000,0,-29.950000000000003,Engine,0.07957136631011963,0.0011378545314073563,0.009913231246173382,False,False,False
gunshot,river,forest,1000,1,-29.950000000000003,Vehicle,0.16214518249034882,0.026789765805006027,0.08569352328777313,False,False,False
gunshot,river,forest,1000,2,-29.950000000000003,Gurgling,0.15010873973369598,0.028318390250205994,0.09752821922302246,False,False,False
gunshot,silence,free_field,1,0,115.0,Explosion,0.6013380885124207,0.3374825716018677,0.6013380885124207,False,True,True
gunshot,silence,free_field,1,1,115.0,Explosion,0.28226369619369507,0.12812088429927826,0.28226369619369507,False,True,True
gunshot,silence,free_field,1,2,115.0,Explosion,0.7978449463844299,0.7585256695747375,0.7978449463844299,False,True,True
gunshot,silence,free_field,5,0,101.02059991327963,Explosion,0.6014834642410278,0.3375391960144043,0.6014834642410278,False,True,True
gunshot,silence,free_field,5,1,101.02059991327963,Explosion,0.282164067029953,0.12806926667690277,0.282164067029953,False,True,True
gunshot,silence,free_field,5,2,101.02059991327963,Explosion,0.7978784441947937,0.7584840655326843,0.7978784441947937,False,True,True
gunshot,silence,free_field,10,0,95.0,Explosion,0.6016374826431274,0.3376161456108093,0.6016374826431274,False,True,True
gunshot,silence,free_field,10,1,95.0,Explosion,0.28204458951950073,0.12800899147987366,0.28204458951950073,False,True,True
gunshot,silence,free_field,10,2,95.0,Explosion,0.7979400157928467,0.7584497332572937,0.7979400157928467,False,True,True
gunshot,silence,free_field,25,0,87.04119982655925,Explosion,0.6017948389053345,0.33775395154953003,0.6017948389053345,False,True,True
gunshot,silence,free_field,25,1,87.04119982655925,Explosion,0.28168240189552307,0.12783004343509674,0.28168240189552307,False,True,True
gunshot,silence,free_field,25,2,87.04119982655925,Explosion,0.7980911731719971,0.758326530456543,0.7980911731719971,False,True,True
gunshot,silence,free_field,50,0,81.02059991327963,Explosion,0.6020680069923401,0.3379170000553131,0.6020680069923401,False,True,True
gunshot,silence,free_field,50,1,81.02059991327963,Explosion,0.2810733914375305,0.12752987444400787,0.2810733914375305,False,True,True
gunshot,silence,free_field,50,2,81.02059991327963,Explosion,0.7984541058540344,0.7581031918525696,0.7984541058540344,False,True,True
gunshot,silence,free_field,100,0,75.0,Explosion,0.602622926235199,0.33819568157196045,0.602622926235199,False,True,True
gunshot,silence,free_field,100,1,75.0,Explosion,0.27973952889442444,0.1269044131040573,0.27973952889442444,False,True,True
gunshot,silence,free_field,100,2,75.0,Explosion,0.7990862727165222,0.7577462196350098,0.7990862727165222,False,True,True
gunshot,silence,free_field,200,0,68.97940008672037,Explosion,0.6020170450210571,0.33785563707351685,0.6020170450210571,False,True,True
gunshot,silence,free_field,200,1,68.97940008672037,Explosion,0.27804726362228394,0.1259857714176178,0.27804726362228394,False,True,True
gunshot,silence,free_field,200,2,68.97940008672037,Explosion,0.7994924187660217,0.7566484808921814,0.7994924187660217,False,True,True
gunshot,silence,free_field,500,0,61.020599913279625,Explosion,0.6045180559158325,0.33901816606521606,0.6045180559158325,False,True,True
gunshot,silence,free_field,500,1,61.020599913279625,Explosion,0.2784194052219391,0.12648436427116394,0.2784194052219391,False,True,True
gunshot,silence,free_field,500,2,61.020599913279625,Explosion,0.7938575148582458,0.7492583394050598,0.7938575148582458,False,True,True
gunshot,silence,free_field,1000,0,55.0,Explosion,0.6258431673049927,0.3471364378929138,0.6258431673049927,False,True,True
gunshot,silence,free_field,1000,1,55.0,Explosion,0.2784273028373718,0.12695175409317017,0.2784273028373718,False,True,True
