filename,target_class,background_class,snr_db,predicted_class,alert_label,confidence,combined_confidence,confidence_gate,target_score,correct,prob_chainsaw,prob_gunshot,prob_engine,prob_axe,prob_fire,prob_background
gunshot_birds_snr+0_s09.wav,gunshot,birds,0,gunshot,gunshot,0.9065123796463013,0.9065123796463013,alert,0.9065123796463013,True,0.03407086804509163,0.9065123796463013,0.011653421446681023,0.020866135135293007,0.01628805510699749,0.01060914434492588
gunshot_birds_snr-5_s05.wav,gunshot,birds,-5,gunshot,gunshot,0.9524286985397339,0.9524286985397339,alert,0.9524286985397339,True,0.008091973140835762,0.9524286985397339,0.010169208981096745,0.012710334733128548,0.0081266975030303,0.008473074994981289
gunshot_birds_snr-5_s07.wav,gunshot,birds,-5,gunshot,gunshot,0.9728835821151733,0.9728835821151733,alert,0.9728835821151733,True,0.002148034516721964,0.9728835821151733,0.008669327013194561,0.002588959177955985,0.005309624131768942,0.008400476537644863
gunshot_birds_snr-5_s08.wav,gunshot,birds,-5,gunshot,gunshot,0.6970345973968506,0.6970345973968506,verify,0.6970345973968506,True,0.027885887771844864,0.6970345973968506,0.021808162331581116,0.1679839789867401,0.03341947868466377,0.05186785012483597
gunshot_birds_snr-10_s00.wav,gunshot,birds,-10,gunshot,gunshot,0.8245863914489746,0.8245863914489746,alert,0.8245863914489746,True,0.013779924251139164,0.8245863914489746,0.03376355767250061,0.0436227060854435,0.04235058277845383,0.04189678281545639
gunshot_birds_snr-10_s03.wav,gunshot,birds,-10,gunshot,gunshot,0.6045588850975037,0.6045588850975037,verify,0.6045588850975037,True,0.04803283512592316,0.6045588850975037,0.03467303514480591,0.12161367386579514,0.05177559703588486,0.13934586942195892
gunshot_forest_night_snr+20_s07.wav,gunshot,forest_night,20,gunshot,gunshot,0.9567149877548218,0.9567149877548218,alert,0.9567149877548218,True,0.00804167054593563,0.9567149877548218,0.004478331655263901,0.010717407800257206,0.007376953959465027,0.01267080008983612
gunshot_forest_night_snr+20_s08.wav,gunshot,forest_night,20,gunshot,gunshot,0.8929471373558044,0.8929471373558044,alert,0.8929471373558044,True,0.03255428001284599,0.8929471373558044,0.009523746557533741,0.008620738983154297,0.035984113812446594,0.0203699991106987
gunshot_forest_night_snr+15_s08.wav,gunshot,forest_night,15,gunshot,gunshot,0.8795133829116821,0.8795133829116821,alert,0.8795133829116821,True,0.02187599614262581,0.8795133829116821,0.015758026391267776,0.05480542033910751,0.01963481679558754,0.00841228011995554
gunshot_forest_night_snr+15_s09.wav,gunshot,forest_night,15,gunshot,gunshot,0.9102935194969177,0.9102935194969177,alert,0.9102935194969177,True,0.018979718908667564,0.9102935194969177,0.01859349198639393,0.011808591894805431,0.01968030072748661,0.020644372329115868
gunshot_forest_night_snr+10_s02.wav,gunshot,forest_night,10,gunshot,gunshot,0.9626664519309998,0.9626664519309998,alert,0.9626664519309998,True,0.00620428379625082,0.9626664519309998,0.0023672163952142,0.012893053703010082,0.0033847568556666374,0.012484237551689148
gunshot_forest_night_snr+10_s03.wav,gunshot,forest_night,10,gunshot,gunshot,0.9657138586044312,0.9657138586044312,alert,0.9657138586044312,True,0.0017461871029809117,0.9657138586044312,0.008021575398743153,0.007492390461266041,0.011066215112805367,0.005959709640592337
gunshot_forest_night_snr+10_s09.wav,gunshot,forest_night,10,gunshot,gunshot,0.8595231175422668,0.8595231175422668,alert,0.8595231175422668,True,0.019198430702090263,0.8595231175422668,0.036599427461624146,0.013117165304720402,0.019260842353105545,0.05230109021067619
gunshot_forest_night_snr+5_s03.wav,gunshot,forest_night,5,gunshot,gunshot,0.9791660904884338,0.9791660904884338,alert,0.9791660904884338,True,0.0020482726395130157,0.9791660904884338,0.0038171240594238043,0.0052266307175159454,0.0031647030264139175,0.0065770926885306835
gunshot_forest_night_snr+5_s04.wav,gunshot,forest_night,5,gunshot,gunshot,0.965261697769165,0.965261697769165,alert,0.965261697769165,True,0.013371636159718037,0.965261697769165,0.004848717711865902,0.004566967021673918,0.002887842245399952,0.009063155390322208
gunshot_forest_night_snr+0_s06.wav,gunshot,forest_night,0,gunshot,gunshot,0.9130728244781494,0.9130728244781494,alert,0.9130728244781494,True,0.008945289999246597,0.9130728244781494,0.0103428540751338,0.0387042872607708,0.009770705364644527,0.01916411705315113
gunshot_forest_night_snr-5_s01.wav,gunshot,forest_night,-5,gunshot,gunshot,0.9363491535186768,0.9363491535186768,alert,0.9363491535186768,True,0.004717906937003136,0.9363491535186768,0.015226795338094234,0.0117788789793849,0.01052707340568304,0.021400105208158493
gunshot_forest_night_snr-5_s02.wav,gunshot,forest_night,-5,gunshot,gunshot,0.4741564989089966,0.4741564989089966,verify,0.4741564989089966,True,0.04964122921228409,0.4741564989089966,0.09994465112686157,0.036346759647130966,0.13434600830078125,0.20556485652923584
gunshot_forest_night_snr-5_s04.wav,gunshot,forest_night,-5,gunshot,gunshot,0.9846959710121155,0.9846959710121155,alert,0.9846959710121155,True,0.0019973113667219877,0.9846959710121155,0.0030755200423300266,0.002687361091375351,0.0011921549448743463,0.006351680960506201
gunshot_forest_night_snr-5_s06.wav,gunshot,forest_night,-5,gunshot,gunshot,0.8707135319709778,0.8707135319709778,alert,0.8707135319709778,True,0.012246301397681236,0.8707135319709778,0.04922256991267204,0.004999305121600628,0.01813538558781147,0.04468296840786934
gunshot_forest_night_snr-5_s09.wav,gunshot,forest_night,-5,gunshot,gunshot,0.9429935216903687,0.9429935216903687,alert,0.9429935216903687,True,0.00524224853143096,0.9429935216903687,0.010515759699046612,0.01265072263777256,0.009679666720330715,0.018918009474873543
gunshot_forest_night_snr-10_s06.wav,gunshot,forest_night,-10,gunshot,gunshot,0.9253960847854614,0.9253960847854614,alert,0.9253960847854614,True,0.00482161482796073,0.9253960847854614,0.016013475134968758,0.00486995792016387,0.01527051255106926,0.033628370612859726
gunshot_river_snr+20_s02.wav,gunshot,river,20,gunshot,gunshot,0.9398511052131653,0.9398511052131653,alert,0.9398511052131653,True,0.006753385532647371,0.9398511052131653,0.02263002283871174,0.007644134573638439,0.009105518460273743,0.014015904627740383
gunshot_river_snr+20_s07.wav,gunshot,river,20,gunshot,gunshot,0.9862247705459595,0.9862247705459595,alert,0.9862247705459595,True,0.0013223651330918074,0.9862247705459595,0.0038343665655702353,0.00546096358448267,0.0015892741503193974,0.00156818563118577
gunshot_river_snr+20_s08.wav,gunshot,river,20,gunshot,gunshot,0.8857900500297546,0.8857900500297546,alert,0.8857900500297546,True,0.01973993331193924,0.8857900500297546,0.020489996299147606,0.035681553184986115,0.026627976447343826,0.011670481413602829
gunshot_river_snr+15_s02.wav,gunshot,river,15,gunshot,gunshot,0.9204588532447815,0.9204588532447815,alert,0.9204588532447815,True,0.0052656554616987705,0.9204588532447815,0.009372146800160408,0.053862232714891434,0.0073248399421572685,0.0037162085063755512
gunshot_river_snr+15_s03.wav,gunshot,river,15,gunshot,gunshot,0.9791947603225708,0.9791947603225708,alert,0.9791947603225708,True,0.004066905938088894,0.9791947603225708,0.0034715598449110985,0.0018095194827765226,0.0029476615600287914,0.008509544655680656
gunshot_river_snr+15_s06.wav,gunshot,river,15,gunshot,gunshot,0.9619700908660889,0.9619700908660889,alert,0.9619700908660889,True,0.009797750040888786,0.9619700908660889,0.007013698108494282,0.004920443519949913,0.008116107434034348,0.008181818760931492
gunshot_river_snr+10_s01.wav,gunshot,river,10,gunshot,gunshot,0.9547470211982727,0.9547470211982727,alert,0.9547470211982727,True,0.0075468635186553,0.9547470211982727,0.008894108235836029,0.00686325179412961,0.005712260026484728,0.0162365585565567
gunshot_river_snr+10_s05.wav,gunshot,river,10,gunshot,gunshot,0.9533250331878662,0.9533250331878662,alert,0.9533250331878662,True,0.003946676850318909,0.9533250331878662,0.00914694182574749,0.007963103242218494,0.012175340205430984,0.01344290841370821
gunshot_river_snr+0_s02.wav,gunshot,river,0,gunshot,gunshot,0.9001636505126953,0.9001636505126953,alert,0.9001636505126953,True,0.03242988884449005,0.9001636505126953,0.02549808658659458,0.019686385989189148,0.014811121858656406,0.007410823833197355
gunshot_river_snr+0_s03.wav,gunshot,river,0,gunshot,gunshot,0.9515615701675415,0.9515615701675415,alert,0.9515615701675415,True,0.003812047652900219,0.9515615701675415,0.011536036618053913,0.018449755385518074,0.007566329091787338,0.0070743253454566
gunshot_river_snr+0_s04.wav,gunshot,river,0,gunshot,gunshot,0.8785684704780579,0.8785684704780579,alert,0.8785684704780579,True,0.012166764587163925,0.8785684704780579,0.03609621897339821,0.04149908199906349,0.010803726501762867,0.020865710452198982
gunshot_river_snr+0_s07.wav,gunshot,river,0,gunshot,gunshot,0.9396810531616211,0.9396810531616211,alert,0.9396810531616211,True,0.0026447325944900513,0.9396810531616211,0.026449842378497124,0.009863435290753841,0.0031170560978353024,0.01824384368956089
gunshot_river_snr-10_s01.wav,gunshot,river,-10,gunshot,gunshot,0.7941164374351501,0.7941164374351501,alert,0.7941164374351501,True,0.007636436261236668,0.7941164374351501,0.16523508727550507,0.006450424436479807,0.01774088479578495,0.00882074236869812
gunshot_river_snr-10_s07.wav,gunshot,river,-10,gunshot,gunshot,0.587148904800415,0.587148904800415,verify,0.587148904800415,True,0.0031612261664122343,0.587148904800415,0.3636409640312195,0.003524197032675147,0.013161561451852322,0.029363205656409264
gunshot_river_snr-10_s08.wav,gunshot,river,-10,engine,engine,0.8604219555854797,0.8604219555854797,alert,0.06209911033511162,False,0.02091389149427414,0.06209911033511162,0.8604219555854797,0.0075343213975429535,0.025982683524489403,0.023048054426908493
gunshot_silence_snr+15_s00.wav,gunshot,silence,15,gunshot,gunshot,0.944446325302124,0.944446325302124,alert,0.944446325302124,True,0.022982478141784668,0.944446325302124,0.00927795097231865,0.009207777678966522,0.009438897483050823,0.004646608605980873
gunshot_silence_snr+10_s00.wav,gunshot,silence,10,gunshot,gunshot,0.8828592300415039,0.8828592300415039,alert,0.8828592300415039,True,0.015178145840764046,0.8828592300415039,0.012861810624599457,0.038003236055374146,0.016545994207262993,0.034551624208688736
gunshot_silence_snr+10_s09.wav,gunshot,silence,10,gunshot,gunshot,0.927297830581665,0.927297830581665,alert,0.927297830581665,True,0.014980935491621494,0.927297830581665,0.012159580364823341,0.008487334474921227,0.02264445833861828,0.01442983653396368
gunshot_silence_snr+0_s02.wav,gunshot,silence,0,gunshot,gunshot,0.9494642615318298,0.9494642615318298,alert,0.9494642615318298,True,0.009430021978914738,0.9494642615318298,0.007888288237154484,0.011479329317808151,0.011208872310817242,0.010529212653636932
gunshot_silence_snr-5_s01.wav,gunshot,silence,-5,gunshot,gunshot,0.9263946413993835,0.9263946413993835,alert,0.9263946413993835,True,0.007255782373249531,0.9263946413993835,0.0071066333912312984,0.026911506429314613,0.01867329142987728,0.013658171519637108
gunshot_silence_snr-10_s03.wav,gunshot,silence,-10,gunshot,gunshot,0.7038348913192749,0.7038348913192749,alert,0.7038348913192749,True,0.08962573111057281,0.7038348913192749,0.07952403277158737,0.015148438513278961,0.03799297660589218,0.07387400418519974
gunshot_silence_snr-10_s09.wav,gunshot,silence,-10,gunshot,gunshot,0.45632004737854004,0.45632004737854004,verify,0.45632004737854004,True,0.06509979814291,0.45632004737854004,0.1512405127286911,0.026063624769449234,0.0643027275800705,0.2369733303785324
engine_rain_snr+20_s05.wav,engine,rain,20,engine,engine,0.719836950302124,0.719836950302124,alert,0.719836950302124,True,0.015593218617141247,0.011890416964888573,0.719836950302124,0.04146096482872963,0.16955743730068207,0.041660964488983154
engine_rain_snr+15_s03.wav,engine,rain,15,engine,engine,0.9694229960441589,0.9694229960441589,alert,0.9694229960441589,True,0.006841619033366442,0.005214154254645109,0.9694229960441589,0.005623244680464268,0.00858136173337698,0.00431664427742362
engine_rain_snr+15_s09.wav,engine,rain,15,engine,engine,0.9244498610496521,0.9244498610496521,alert,0.9244498610496521,True,0.015170304104685783,0.007385579403489828,0.9244498610496521,0.010941999964416027,0.0314645953476429,0.010587670840322971
engine_rain_snr+10_s03.wav,engine,rain,10,engine,engine,0.9443910121917725,0.9443910121917725,alert,0.9443910121917725,True,0.015382187440991402,0.012986051850020885,0.9443910121917725,0.004276596941053867,0.012354054488241673,0.010610045865178108
engine_rain_snr+10_s06.wav,engine,rain,10,engine,engine,0.4863194525241852,0.4863194525241852,verify,0.4863194525241852,True,0.01803451031446457,0.006531000602990389,0.4863194525241852,0.037805359810590744,0.19901706278324127,0.25229257345199585
engine_rain_snr+10_s07.wav,engine,rain,10,engine,engine,0.748430609703064,0.748430609703064,alert,0.748430609703064,True,0.15400175750255585,0.00843341276049614,0.748430609703064,0.021348610520362854,0.01538344006985426,0.05240219831466675
engine_rain_snr+10_s09.wav,engine,rain,10,engine,engine,0.7591891884803772,0.7591891884803772,alert,0.7591891884803772,True,0.02851605974137783,0.008843894116580486,0.7591891884803772,0.009926644153892994,0.1077880710363388,0.08573615550994873
engine_rain_snr+0_s04.wav,engine,rain,0,engine,engine,0.38248956203460693,0.38248956203460693,log_only,0.38248956203460693,True,0.043009717017412186,0.01648406684398651,0.38248956203460693,0.037389714270830154,0.2384917438030243,0.28213515877723694
engine_rain_snr-5_s05.wav,engine,rain,-5,background,background,0.5259549617767334,0.5259549617767334,verify,0.15012763440608978,False,0.02430337853729725,0.035409972071647644,0.15012763440608978,0.048779215663671494,0.21542485058307648,0.5259549617767334
engine_rain_snr-5_s08.wav,engine,rain,-5,engine,engine,0.5794925093650818,0.5794925093650818,verify,0.5794925093650818,True,0.13035203516483307,0.020689181983470917,0.5794925093650818,0.012917579151690006,0.0893535390496254,0.1671951711177826
engine_rain_snr-10_s00.wav,engine,rain,-10,background,background,0.45270052552223206,0.45270052552223206,verify,0.3441062271595001,False,0.036513037979602814,0.14480887353420258,0.3441062271595001,0.00558454217389226,0.016286727041006088,0.45270052552223206
engine_rain_snr-10_s04.wav,engine,rain,-10,background,background,0.600603461265564,0.600603461265564,verify,0.20465849339962006,False,0.02891320362687111,0.1239713504910469,0.20465849339962006,0.009702630341053009,0.03215089812874794,0.600603461265564
engine_rain_snr-10_s07.wav,engine,rain,-10,gunshot,gunshot,0.439486026763916,0.439486026763916,verify,0.1751003861427307,False,0.03853871673345566,0.439486026763916,0.1751003861427307,0.0115920789539814,0.042270317673683167,0.293012410402298
engine_rain_snr-10_s08.wav,engine,rain,-10,gunshot,gunshot,0.3964668810367584,0.3964668810367584,log_only,0.2104150950908661,False,0.11787844449281693,0.3964668810367584,0.2104150950908661,0.030451534315943718,0.040029630064964294,0.2047584354877472
engine_wind_snr+20_s02.wav,engine,wind,20,engine,engine,0.9711867570877075,0.9711867570877075,alert,0.9711867570877075,True,0.005275079049170017,0.0064848484471440315,0.9711867570877075,0.007115501444786787,0.005389061290770769,0.004548779223114252
engine_wind_snr+20_s07.wav,engine,wind,20,engine,engine,0.8735935688018799,0.8735935688018799,alert,0.8735935688018799,True,0.03226534649729729,0.0034670631866902113,0.8735935688018799,0.023225268349051476,0.05341354385018349,0.014035253785550594
engine_wind_snr+20_s08.wav,engine,wind,20,engine,engine,0.9272059798240662,0.9272059798240662,alert,0.9272059798240662,True,0.02439092844724655,0.009111597202718258,0.9272059798240662,0.012802204117178917,0.004155347589403391,0.022333821281790733
engine_wind_snr+15_s00.wav,engine,wind,15,engine,engine,0.9622762799263,0.9622762799263,alert,0.9622762799263,True,0.005513972137123346,0.013330050744116306,0.9622762799263,0.010313507169485092,0.004515651613473892,0.004050443880259991
engine_wind_snr+15_s09.wav,engine,wind,15,engine,engine,0.9623888731002808,0.9623888731002808,alert,0.9623888731002808,True,0.0037130669225007296,0.008676244877278805,0.9623888731002808,0.005288322456181049,0.01446545496582985,0.005468063522130251
engine_wind_snr+10_s02.wav,engine,wind,10,fire,fire_or_impact,0.5404710173606873,0.5777695775032043,verify,0.3940295875072479,False,0.00604725256562233,0.004263834096491337,0.3940295875072479,0.037298534065485,0.5404710173606873,0.01788979023694992
engine_wind_snr+10_s03.wav,engine,wind,10,engine,engine,0.831368088722229,0.831368088722229,alert,0.831368088722229,True,0.0606914684176445,0.004457484930753708,0.831368088722229,0.02873595803976059,0.05321680009365082,0.021530285477638245
engine_wind_snr+10_s05.wav,engine,wind,10,engine,engine,0.9329094290733337,0.9329094290733337,alert,0.9329094290733337,True,0.009768432006239891,0.02020644210278988,0.9329094290733337,0.01035386323928833,0.014800774864852428,0.01196100190281868
engine_wind_snr+10_s09.wav,engine,wind,10,engine,engine,0.4109182357788086,0.4109182357788086,verify,0.4109182357788086,True,0.0054384684190154076,0.01221306249499321,0.4109182357788086,0.15257827937602997,0.4068545699119568,0.011997434310615063
engine_wind_snr+5_s01.wav,engine,wind,5,engine,engine,0.9139060378074646,0.9139060378074646,alert,0.9139060378074646,True,0.006702488753944635,0.0075835916213691235,0.9139060378074646,0.0031818104907870293,0.032518211752176285,0.03610794618725777
engine_wind_snr+5_s03.wav,engine,wind,5,engine,engine,0.9482313990592957,0.9482313990592957,alert,0.9482313990592957,True,0.009976392611861229,0.014351324178278446,0.9482313990592957,0.01850457675755024,0.004738763440400362,0.0041976189240813255
engine_wind_snr+5_s09.wav,engine,wind,5,engine,engine,0.9235493540763855,0.9235493540763855,alert,0.9235493540763855,True,0.011747509241104126,0.026408344507217407,0.9235493540763855,0.009151499718427658,0.01552706677466631,0.01361624151468277
engine_wind_snr+0_s00.wav,engine,wind,0,engine,engine,0.8731740117073059,0.8731740117073059,alert,0.8731740117073059,True,0.04332462698221207,0.036350931972265244,0.8731740117073059,0.0020627896301448345,0.006302379537373781,0.038785383105278015
engine_wind_snr-5_s02.wav,engine,wind,-5,engine,engine,0.7732647657394409,0.7732647657394409,alert,0.7732647657394409,True,0.002253737999126315,0.003067929297685623,0.7732647657394409,0.007372371386736631,0.19235901534557343,0.021682195365428925
engine_wind_snr-5_s04.wav,engine,wind,-5,fire,fire_or_impact,0.37959200143814087,0.6797658801078796,log_only,0.1005481481552124,False,0.037335991859436035,0.1131318137049675,0.1005481481552124,0.30017387866973877,0.37959200143814087,0.0692182257771492
engine_wind_snr-5_s08.wav,engine,wind,-5,engine,engine,0.7433317303657532,0.7433317303657532,alert,0.7433317303657532,True,0.07474716752767563,0.032486315816640854,0.7433317303657532,0.010338865220546722,0.043396804481744766,0.0956990197300911
engine_wind_snr-10_s00.wav,engine,wind,-10,engine,engine,0.8333765268325806,0.8333765268325806,alert,0.8333765268325806,True,0.056313175708055496,0.006880790926516056,0.8333765268325806,0.013655882328748703,0.0272563137114048,0.0625174418091774
engine_birds_snr+20_s00.wav,engine,birds,20,engine,engine,0.9710968136787415,0.9710968136787415,alert,0.9710968136787415,True,0.005114012397825718,0.006898164749145508,0.9710968136787415,0.00669826427474618,0.005427296739071608,0.0047655063681304455
engine_birds_snr+20_s01.wav,engine,birds,20,engine,engine,0.968858003616333,0.968858003616333,alert,0.968858003616333,True,0.006773827597498894,0.0036270206328481436,0.968858003616333,0.009051550179719925,0.0040394519455730915,0.007650155574083328
engine_birds_snr+20_s05.wav,engine,birds,20,engine,engine,0.9142728447914124,0.9142728447914124,alert,0.9142728447914124,True,0.009280959144234657,0.012712392024695873,0.9142728447914124,0.02297351323068142,0.010703152045607567,0.030057068914175034
engine_birds_snr+15_s02.wav,engine,birds,15,axe,fire_or_impact,0.48361557722091675,0.6926534175872803,verify,0.10546533018350601,False,0.07773518562316895,0.059131279587745667,0.10546533018350601,0.48361557722091675,0.20903782546520233,0.0650147944688797
engine_birds_snr+15_s03.wav,engine,birds,15,fire,fire_or_impact,0.6961466670036316,0.7549939155578613,verify,0.13982094824314117,False,0.01593456044793129,0.0024799916427582502,0.13982094824314117,0.058847229927778244,0.6961466670036316,0.08677053451538086
engine_birds_snr+10_s01.wav,engine,birds,10,engine,engine,0.9253061413764954,0.9253061413764954,alert,0.9253061413764954,True,0.025755267590284348,0.008451990783214569,0.9253061413764954,0.01995859295129776,0.015674831345677376,0.0048531582579016685
engine_birds_snr+10_s06.wav,engine,birds,10,engine,engine,0.9425280690193176,0.9425280690193176,alert,0.9425280690193176,True,0.02467750757932663,0.006304904352873564,0.9425280690193176,0.009731234051287174,0.008882052265107632,0.007876299321651459
engine_birds_snr+10_s09.wav,engine,birds,10,engine,engine,0.6949533224105835,0.6949533224105835,verify,0.6949533224105835,True,0.15631283819675446,0.010089918971061707,0.6949533224105835,0.026599250733852386,0.060477033257484436,0.05156763270497322
engine_birds_snr+5_s00.wav,engine,birds,5,engine,engine,0.798965573310852,0.798965573310852,alert,0.798965573310852,True,0.03917378559708595,0.03307410702109337,0.798965573310852,0.01673601195216179,0.03516346961259842,0.07688707858324051
engine_birds_snr+0_s04.wav,engine,birds,0,engine,engine,0.9579173922538757,0.9579173922538757,alert,0.9579173922538757,True,0.010317943058907986,0.010340663604438305,0.9579173922538757,0.005377212539315224,0.00778978830203414,0.008256983943283558
engine_birds_snr+0_s07.wav,engine,birds,0,axe,fire_or_impact,0.3296061158180237,0.6334328651428223,log_only,0.1407899409532547,False,0.12309517711400986,0.0332493931055069,0.1407899409532547,0.3296061158180237,0.3038267493247986,0.06943268328905106
engine_birds_snr+0_s08.wav,engine,birds,0,engine,engine,0.8864700198173523,0.8864700198173523,alert,0.8864700198173523,True,0.02085646241903305,0.009192187339067459,0.8864700198173523,0.004394651856273413,0.03352781757712364,0.04555892571806908
engine_birds_snr-5_s03.wav,engine,birds,-5,chainsaw,chainsaw,0.5577573180198669,0.5577573180198669,verify,0.15250684320926666,False,0.5577573180198669,0.09685659408569336,0.15250684320926666,0.01889132708311081,0.028884515166282654,0.14510338008403778
engine_birds_snr-10_s03.wav,engine,birds,-10,background,background,0.862596869468689,0.862596869468689,alert,0.02348013035953045,False,0.011063758283853531,0.0876886248588562,0.02348013035953045,0.009582101367413998,0.0055884975008666515,0.862596869468689
engine_birds_snr-10_s04.wav,engine,birds,-10,engine,engine,0.5019283890724182,0.5019283890724182,verify,0.5019283890724182,True,0.021123666316270828,0.021034371107816696,0.5019283890724182,0.005649368278682232,0.006996603216975927,0.4432675242424011
engine_forest_night_snr+20_s00.wav,engine,forest_night,20,engine,engine,0.5951166749000549,0.5951166749000549,verify,0.5951166749000549,True,0.06694433838129044,0.018716515973210335,0.5951166749000549,0.09147004038095474,0.18458989262580872,0.0431625172495842
engine_forest_night_snr+20_s01.wav,engine,forest_night,20,engine,engine,0.9436524510383606,0.9436524510383606,alert,0.9436524510383606,True,0.0077032772824168205,0.01762138493359089,0.9436524510383606,0.015376674942672253,0.009144941344857216,0.006501295603811741
engine_forest_night_snr+20_s08.wav,engine,forest_night,20,fire,fire,0.8385801315307617,0.8385801315307617,alert,0.06410128623247147,False,0.007712126709520817,0.02581479214131832,0.06410128623247147,0.03803442791104317,0.8385801315307617,0.025757284834980965
engine_forest_night_snr+15_s06.wav,engine,forest_night,15,fire,fire,0.8638232350349426,0.8638232350349426,alert,0.04804456606507301,False,0.004516548477113247,0.015761258080601692,0.04804456606507301,0.04601606726646423,0.8638232350349426,0.021838422864675522
engine_forest_night_snr+15_s09.wav,engine,forest_night,15,engine,engine,0.4060248136520386,0.4060248136520386,verify,0.4060248136520386,True,0.06942340731620789,0.009813115932047367,0.4060248136520386,0.26142486929893494,0.21828113496303558,0.03503270819783211
engine_forest_night_snr+10_s00.wav,engine,forest_night,10,engine,engine,0.9608638882637024,0.9608638882637024,alert,0.9608638882637024,True,0.0056840707547962666,0.0166640467941761,0.9608638882637024,0.004483006428927183,0.005657088477164507,0.006647925358265638
engine_forest_night_snr+5_s05.wav,engine,forest_night,5,engine,engine,0.8899999260902405,0.8899999260902405,alert,0.8899999260902405,True,0.0132210748270154,0.03010019101202488,0.8899999260902405,0.001467307796701789,0.013177728280425072,0.05203380435705185
engine_forest_night_snr-5_s07.wav,engine,forest_night,-5,fire,fire_or_impact,0.3487703502178192,0.379801869392395,log_only,0.3040293753147125,False,0.1648605912923813,0.09729564189910889,0.3040293753147125,0.031031534075737,0.3487703502178192,0.05401249974966049
engine_forest_night_snr-5_s09.wav,engine,forest_night,-5,engine,engine,0.5222532153129578,0.5222532153129578,verify,0.5222532153129578,True,0.05989021807909012,0.17133069038391113,0.5222532153129578,0.04747616872191429,0.016091786324977875,0.1829579919576645
engine_forest_night_snr-10_s01.wav,engine,forest_night,-10,chainsaw,chainsaw,0.3084934651851654,0.3084934651851654,log_only,0.23063334822654724,False,0.3084934651851654,0.220492422580719,0.23063334822654724,0.03010108694434166,0.030378226190805435,0.17990148067474365
engine_forest_night_snr-10_s02.wav,engine,forest_night,-10,background,background,0.5186156034469604,0.5186156034469604,verify,0.07809275388717651,False,0.032777655869722366,0.33153802156448364,0.07809275388717651,0.010678069666028023,0.02829795703291893,0.5186156034469604
engine_river_snr+20_s01.wav,engine,river,20,engine,engine,0.967195451259613,0.967195451259613,alert,0.967195451259613,True,0.01036535482853651,0.008251345716416836,0.967195451259613,0.001811591675505042,0.0059263864532113075,0.006449839100241661
engine_river_snr+20_s02.wav,engine,river,20,engine,engine,0.4122588336467743,0.4122588336467743,verify,0.4122588336467743,True,0.05130290612578392,0.031170038506388664,0.4122588336467743,0.022517694160342216,0.16590014100074768,0.316850483417511
engine_river_snr+20_s05.wav,engine,river,20,engine,engine,0.7678172588348389,0.7678172588348389,alert,0.7678172588348389,True,0.010467893444001675,0.02703031711280346,0.7678172588348389,0.006845324300229549,0.17633679509162903,0.011502385139465332
engine_river_snr+20_s08.wav,engine,river,20,engine,engine,0.9682700037956238,0.9682700037956238,alert,0.9682700037956238,True,0.0056959339417517185,0.007519518490880728,0.9682700037956238,0.006237813271582127,0.007286599837243557,0.004990147892385721
engine_river_snr+15_s00.wav,engine,river,15,engine,engine,0.43265193700790405,0.43265193700790405,verify,0.43265193700790405,True,0.04030158370733261,0.04179400950670242,0.43265193700790405,0.01470541674643755,0.08148802816867828,0.38905900716781616
engine_river_snr+15_s08.wav,engine,river,15,engine,engine,0.9562239050865173,0.9562239050865173,alert,0.9562239050865173,True,0.010562404990196228,0.00914638489484787,0.9562239050865173,0.006677272729575634,0.011744863353669643,0.005645235534757376
engine_river_snr+15_s09.wav,engine,river,15,engine,engine,0.8599215745925903,0.8599215745925903,alert,0.8599215745925903,True,0.019193900749087334,0.023413145914673805,0.8599215745925903,0.06413022428750992,0.029758960008621216,0.0035821981728076935
engine_river_snr+10_s01.wav,engine,river,10,engine,engine,0.9403181076049805,0.9403181076049805,alert,0.9403181076049805,True,0.016868697479367256,0.015147140249609947,0.9403181076049805,0.00536852702498436,0.01835355907678604,0.003943926654756069
engine_river_snr+10_s06.wav,engine,river,10,engine,engine,0.9568163752555847,0.9568163752555847,alert,0.9568163752555847,True,0.012791851535439491,0.010227607563138008,0.9568163752555847,0.0038906752597540617,0.010926331393420696,0.0053473119623959064
engine_river_snr+10_s09.wav,engine,river,10,engine,engine,0.8874301314353943,0.8874301314353943,alert,0.8874301314353943,True,0.038973309099674225,0.0026983157731592655,0.8874301314353943,0.019971201196312904,0.017709260806441307,0.03321778401732445
engine_river_snr+5_s03.wav,engine,river,5,engine,engine,0.9665624499320984,0.9665624499320984,alert,0.9665624499320984,True,0.0053710355423390865,0.008328729309141636,0.9665624499320984,0.004170186817646027,0.012711215764284134,0.002856350503861904
engine_river_snr+5_s06.wav,engine,river,5,engine,engine,0.9677610397338867,0.9677610397338867,alert,0.9677610397338867,True,0.01070017646998167,0.003600618103519082,0.9677610397338867,0.001302586984820664,0.010465717874467373,0.006169870495796204
engine_river_snr+0_s04.wav,engine,river,0,engine,engine,0.7606503963470459,0.7606503963470459,alert,0.7606503963470459,True,0.0928284227848053,0.015284045599400997,0.7606503963470459,0.06257213652133942,0.05648234859108925,0.012182732112705708
